Timestamp;Configuration ID;Scan ID;LOS ID;Azimuth [°];Elevation [°];Range [m];RWS [m/s];DRWS [m/s];CNR [db];
2017-01-26 01:03:09.817776;19;32;0;0.00344467;9.99651;6600;8.27745;1.47315;-27.902;
2017-01-26 01:03:10.817778;19;32;1;1.01134;10.0012;1150;-23.0156;0.819784;-30.2651;
2017-01-26 01:03:10.817778;19;32;1;1.01134;10.0012;5100;-19.4342;0.650177;-30.6557;
2017-01-26 01:03:12.817765;19;32;3;3.00924;10.0023;5350;-3.14862;0.875394;-30.4263;
2017-01-26 01:03:13.817783;19;32;4;4.01255;9.99781;1000;9.03114;1.14098;-29.7478;
2017-01-26 01:03:13.817783;19;32;4;4.01255;9.99781;1050;7.13682;1.46772;-29.3277;
2017-01-26 01:03:13.817783;19;32;4;4.01255;9.99781;3400;6.18752;2.06678;-30.1918;
2017-01-26 01:03:14.817767;19;32;5;5.01166;10.002;1600;5.86416;1.52073;-29.2103;
2017-01-26 01:03:15.817782;19;32;6;6.01619;9.99826;200;-0.460148;0.365115;-28.6314;
2017-01-26 01:03:15.817782;19;32;6;6.01619;9.99826;250;-0.537882;0.783383;-26.5904;
2017-01-26 01:03:15.817782;19;32;6;6.01619;9.99826;300;-0.374915;0.692483;-26.8955;
2017-01-26 01:03:15.817782;19;32;6;6.01619;9.99826;350;-0.299852;0.493822;-27.0403;
2017-01-26 01:03:15.817782;19;32;6;6.01619;9.99826;400;-0.485259;0.412695;-27.3319;
2017-01-26 01:03:15.817782;19;32;6;6.01619;9.99826;450;-0.503975;0.465222;-26.8182;
2017-01-26 01:03:15.817782;19;32;6;6.01619;9.99826;500;-0.606558;0.547298;-26.7859;
2017-01-26 01:03:15.817782;19;32;6;6.01619;9.99826;550;-0.845798;0.556664;-26.1318;
2017-01-26 01:03:15.817782;19;32;6;6.01619;9.99826;600;-0.940957;0.536589;-26.0204;
2017-01-26 01:03:15.817782;19;32;6;6.01619;9.99826;650;-0.990262;0.792686;-25.721;
2017-01-26 01:03:15.817782;19;32;6;6.01619;9.99826;700;-1.04595;0.678284;-25.8088;
2017-01-26 01:03:15.817782;19;32;6;6.01619;9.99826;750;-0.857943;0.608017;-26.5707;
2017-01-26 01:03:15.817782;19;32;6;6.01619;9.99826;800;-0.645504;0.555328;-26.8689;
2017-01-26 01:03:15.817782;19;32;6;6.01619;9.99826;850;-0.497536;0.595973;-26.5668;
2017-01-26 01:03:15.817782;19;32;6;6.01619;9.99826;900;-0.556525;0.445147;-26.6231;
2017-01-26 01:03:15.817782;19;32;6;6.01619;9.99826;950;-0.500954;0.516576;-26.9305;
2017-01-26 01:03:15.817782;19;32;6;6.01619;9.99826;1000;-0.0680111;0.567373;-26.5475;
2017-01-26 01:03:15.817782;19;32;6;6.01619;9.99826;1050;0.280894;0.509491;-26.8059;
2017-01-26 01:03:15.817782;19;32;6;6.01619;9.99826;1100;0.690095;0.631437;-27.6831;
2017-01-26 01:03:15.817782;19;32;6;6.01619;9.99826;1150;1.28395;0.856655;-27.6792;
2017-01-26 01:03:15.817782;19;32;6;6.01619;9.99826;1200;2.25641;0.982287;-27.4174;
2017-01-26 01:03:15.817782;19;32;6;6.01619;9.99826;1250;2.8076;1.08245;-27.3319;
2017-01-26 01:03:15.817782;19;32;6;6.01619;9.99826;1300;2.35338;1.14067;-27.1659;
2017-01-26 01:03:15.817782;19;32;6;6.01619;9.99826;1350;1.84408;1.336;-27.6056;
2017-01-26 01:03:15.817782;19;32;6;6.01619;9.99826;1400;2.2899;1.02488;-28.8418;
2017-01-26 01:03:16.817772;19;32;7;7.01236;10.0016;200;-0.374915;0.556664;-23.0976;
2017-01-26 01:03:16.817772;19;32;7;7.01236;10.0016;250;-0.419219;0.481285;-22.8791;
2017-01-26 01:03:16.817772;19;32;7;7.01236;10.0016;300;-0.45623;0.463886;-22.39;
2017-01-26 01:03:16.817772;19;32;7;7.01236;10.0016;350;-0.53193;0.463886;-22.2531;
2017-01-26 01:03:16.817772;19;32;7;7.01236;10.0016;400;-0.740008;0.463886;-21.8153;
2017-01-26 01:03:16.817772;19;32;7;7.01236;10.0016;450;-0.694851;0.475931;-21.5608;
2017-01-26 01:03:16.817772;19;32;7;7.01236;10.0016;500;-0.571447;0.426079;-21.3288;
2017-01-26 01:03:16.817772;19;32;7;7.01236;10.0016;550;-0.662347;0.418049;-21.2272;
2017-01-26 01:03:16.817772;19;32;7;7.01236;10.0016;600;-0.682841;0.481285;-21.0603;
2017-01-26 01:03:16.817772;19;32;7;7.01236;10.0016;650;-0.767227;0.52193;-21.2646;
2017-01-26 01:03:16.817772;19;32;7;7.01236;10.0016;700;-0.896867;0.544619;-21.3462;
2017-01-26 01:03:16.817772;19;32;7;7.01236;10.0016;750;-0.797778;0.544619;-21.2531;
2017-01-26 01:03:16.817772;19;32;7;7.01236;10.0016;800;-0.706385;0.544619;-21.0957;
2017-01-26 01:03:16.817772;19;32;7;7.01236;10.0016;850;-0.583631;0.504531;-21.4501;
2017-01-26 01:03:16.817772;19;32;7;7.01236;10.0016;900;-0.579194;0.51006;-21.4923;
2017-01-26 01:03:16.817772;19;32;7;7.01236;10.0016;950;-0.673371;0.516576;-21.8415;
2017-01-26 01:03:16.817772;19;32;7;7.01236;10.0016;1000;-0.417172;0.70311;-21.7621;
2017-01-26 01:03:16.817772;19;32;7;7.01236;10.0016;1050;0.188102;0.824203;-21.778;
2017-01-26 01:03:16.817772;19;32;7;7.01236;10.0016;1100;0.737669;0.711141;-22.2787;
2017-01-26 01:03:16.817772;19;32;7;7.01236;10.0016;1150;1.46992;0.848296;-22.1543;
2017-01-26 01:03:16.817772;19;32;7;7.01236;10.0016;1200;2.3564;0.865695;-22.3937;
2017-01-26 01:03:16.817772;19;32;7;7.01236;10.0016;1250;2.64424;0.81544;-22.8502;
2017-01-26 01:03:16.817772;19;32;7;7.01236;10.0016;1300;2.04127;0.892793;-23.3847;
2017-01-26 01:03:16.817772;19;32;7;7.01236;10.0016;1350;1.34365;1.37287;-24.1407;
2017-01-26 01:03:16.817772;19;32;7;7.01236;10.0016;1400;1.72678;0.875394;-24.5846;
2017-01-26 01:03:16.817772;19;32;7;7.01236;10.0016;1450;1.86206;0.613371;-24.5695;
2017-01-26 01:03:16.817772;19;32;7;7.01236;10.0016;1500;1.68458;0.572726;-24.8045;
2017-01-26 01:03:16.817772;19;32;7;7.01236;10.0016;1550;1.47778;0.761236;-24.5766;
2017-01-26 01:03:16.817772;19;32;7;7.01236;10.0016;1600;0.763723;1.11658;-24.7586;
2017-01-26 01:03:16.817772;19;32;7;7.01236;10.0016;1650;-0.424751;1.09316;-25.3088;
2017-01-26 01:03:16.817772;19;32;7;7.01236;10.0016;1700;-1.02381;0.851301;-25.7241;
2017-01-26 01:03:16.817772;19;32;7;7.01236;10.0016;1750;-1.14445;0.750527;-25.9222;
2017-01-26 01:03:16.817772;19;32;7;7.01236;10.0016;1800;-0.745664;0.837587;-25.7254;
