Timestamp;Configuration ID;Scan ID;Layer ID;Azimuth [°];Elevation [°];Residual Layer Altitude [m];Mixing Layer Altitude [m];
2017-02-25 21:20:09.958950;7;12;0;179.997;89.9963;2850;1400;
