Timestamp;Configuration ID;Scan ID;Layer ID;Azimuth [°];Elevation [°];Residual Layer Altitude [m];Mixing Layer Altitude [m];
2017-02-25 09:20:05.254855;7;12;0;0.001091;89.9962;2250;;
